Title,initial
"Show this equation has at least one root in $(0,1)$","2013"
"find the extremal of a function","2011"
"Can somebody explain the resolution of the following limit?","2014"
"Evaluation of $\int \frac{\sqrt[3]{x+\sqrt[4]{x}}}{\sqrt{x}}dx$","2014"
"Continuity and differentiability in one point","2014"
"Does the derivative with respect to something have to be a variable?","2011"
"regularization for an integral.","2013"
"Determine the coordinates for the other point that the tangent intersects","2015"
"$\lim_{x\to-\infty}\sqrt{4x^2+3x}+2x$","2015"
"What is the notation for differentiating with respect to a variable ""d""","2013"
"An elementary problem on calculus.","2014"
"A sequence of polynomials defined by differentiation","2013"
"How can I determine the character of alternating series?","2014"
"Is this reasoning for the integral correct?","2016"
"Is there an easier way of finding a Taylor series than just straight computing the formula?","2015"
"Product of discontinuous function with zero","2013"
"Is it possible to calculate a minimum initial speed required to travel a distance x, in time t with an acceleration a","2013"
"prove this limit of sequence using the definition of a limit","2012"
"Simple inequation with $x^2$","2014"
"Non-equivalence of D'Alembert's and Cauchy's criterion?","2013"
"Proving the value of a limit using the $\epsilon$-$\delta$ definition","2011"
"The error in simple Taylor's Polynomial with gap between power","2014"
"Help with this related rates problem.","2014"
"Inverse of an expression with a Big-O term","2013"
"What is the practical difference between a differential and a derivative?","2011"
"continuity question","2011"
"What is the minimum value of $(1 + a_1)(1 + a_2). . .(1 + a_n)$?","2013"
"If $f(x)=\int_0^x x^2 \sin {t^2}~dt $, find $f'(x)$.","2013"
"Do the rationals possess Archimedean property?","2016"
"$f: [a,b] \rightarrow R$ is continuous and $c\in(a,b)$ with $(f(a)-f(c))(f(b)-f(c))\gt 0$ prove f is not injective.","2016"
"Let $f: [a,b] \rightarrow [c,d]$ be a monotonic function, so that $image(f)=[c,d]$. Show that $f$ is continuous in $[a,b]$","2014"
"Find the volume of $y=x^2$","2013"
"Tangent plane and normal line","2013"
"Applying Chain Rule to more than two functions","2011"
"What is $\int_{[0,1]^2}\!dx\,dy\,\mathcal{P} \frac{\log(x)}{x-y}$?","2011"
"Question regarding the derivation of textbook example sum of $k^2$","2016"
"Implicit Differentiation: Multiple Solutions?","2011"
"What do the bounds of a definite integral represent geometrically?","2015"
"Some question about sine functions","2014"
"Shortest distance of the point $(0,c)$ from the parabola $y=x^2$","2015"
"Related rates with a cone","2013"
"Finding maximum rate of change of a function of two variables","2013"
"How to find continuities with square root?","2016"
"How to find continuities with piecewise?","2016"
"Why is the gradient always perpendicular to level curves?","2016"
"Finding the derivative of a node","2013"
"Evaluate of $\lim_{n\rightarrow \infty}\left(\frac{n+1}{n}\right)^{n^2}\cdot \frac{1}{e^n}$","2013"
"How to compute $\int_{0}^{+\infty} \frac{dx}{e^{x+1} + e^{3-x}}$?","2015"
"Equivalence of the Sup/Inf Definition of the Integral","2015"
"Can a point of local minimum be a point of inflection?","2015"
"Show that $f$ has an inverse","2016"
"Limit of a function approaching infinity with 2 constants.","2016"
"Prove $\lim\limits_{x\to a} \frac{1}{g(x)} = \frac{1}{m}$","2014"
"Is there an epsilon-delta definition of the second derivative?","2012"
"if $1=\int _{ 1 }^{ \infty }{ \frac { ax+b }{ x(2x+b) } dx } $ then $a+b=?$","2013"
"Prove or disprove: $f(x) = x^2-2x+1$ is monotonically increasing for real values of $x>1$.","2016"
"Function with inflection points","2016"
"Why $\frac{1}{9}$ becomes $\frac{1}{3}$ in $\frac{1}{3} \int \frac{1}{s^2+1} \, ds$?","2015"
"Check if it absolutely converges or not","2016"
"Sixth derivative?","2014"
"Calculate $\lim_{x\to 1^{-}} {e^{1 \over \ln{x}} \over \ln^2{x} }$","2016"
"Most general $A \subseteq \mathbb R$ to define derivative of $f: A \to \mathbb R$?","2012"
"$\lim\limits_{x\to\infty}x^a\sin(1/x)$","2012"
"A curve has the equation $y=(2x-3)^2$. Continue in description!","2014"
"How find the approximate $\ln{2}$ such the error is less than $0.001$","2014"
"What's the integration of $\int \sin^4 (x)dx$?","2013"
"Find the volume of the solid bounded by $(x^2+y^2+z^2)^2=x^2+y^2-z^2$","2016"
"Prove that $\lim\limits_{x\to\infty}\frac{\ln^{\delta}(x)}{x^{\varepsilon}}=0 $ for every $\delta\in\mathbb{R}$ and $\varepsilon >0$","2012"
"finding examples for a non negative and continuous function for which the infinite integral is finite but the limit at infinity doesn't exist","2013"
"How do you factor $\ln(x)$?","2014"
"Derivative of $\frac{\cos(y)^4}{x^4}$ using the quotient rule","2013"
"Is there an Answer to 1/0","2016"
"Find area bounded by distance from a curve","2016"
"How to show $f,g$ are equal up to n'th order at $a$.","2012"
"Conditions for inequality to hold","2016"
"Intermediate value theorem for mean","2013"
"Prove that f is analytical under given conditions","2014"
"Area below and above a curve compensate","2013"
"Apply squeeze theorem to a log function","2016"
"Figuring out the proof of limit","2014"
"A question about Intermediate Value Theorem","2013"
"Upper Riemann Sum - Am i Finished?","2016"
"Is there a definite integral for which the Riemann sum can be calculated but for which there is no closed-form antiderivative?","2011"
"${d^2\over dx^2}$ notation problem","2013"
"Given $f''(x)<0\text{ for }a<x\leq b$, prove $f'(a)>\frac{f(x)-f(a)}{x-a}\text{ for }a<x\leq b$","2015"
"Rate of change question","2011"
"Spivak chapter 3 question 6 part (b)","2015"
"Integrate $\int_{-\infty}^{\infty} \frac{1}{x\sqrt{1+x}}dx$","2014"
"Making Integral Stationary","2014"
"Explicit formula for recurrence relation $a_{n+1} = 2a_n + 1$","2012"
"Use the Taylor Polynomial of order $3$ for $f(x)=\sin x$ about $x=0$ and its remainder term to prove that: $x-(x^3/6)<\sin x$, for $0<x<\pi$","2012"
"Find the limit $\displaystyle\lim_{n\rightarrow\infty}{(1+1/n)^{n^2}e^{-n}}$?","2013"
"Binomial expansion of expression with numerator and denominator both linear equations of x","2013"
"area under $\arccos x$ function","2015"
"Formulating the correct notion of a tangent space","2016"
"$\epsilon$-$\delta$ proof of discontinuity","2013"
"find the limit of $\lim_{\ (x,y)\to (0,0) }\frac{xy^4}{(x^2+y^8)}$","2013"
"How to evaluate $\lim_{t\to 0} \frac{e^{-1/t}}{t}$?","2012"
"Inverse Mellin transform of Zeta(s)/s","2015"
"what does b represent in the straight line equation?","2014"
"How do I evaluate this integral? I tried partial fractions; my answer involved $\ln$, and I don't know if I'm right","2014"
"What is the $8^{th}$ term of $\left(3x-\frac{y}{2}\right)^{10}$?","2013"
"Calculate $\intop_{x=0}^{1}e^{-\frac{k_{1}x}{a}}e^{-\frac{ak_{2}}{x}}\left(\frac{\sqrt{a}}{x}\right)^{2}dx$","2013"
"calculus optimization for the volume of a cone","2016"
"Proving limit using the limit definition only","2016"
"Continuous function?","2014"
"$f(1)=-3$ and $ f'(x)\geq7$ how small is $f(5)$?","2012"
"Find $\int \frac{x^2 - x}{x^2 +x + 1}dx$","2014"
"Use the Squeeze Theorem To Show that $\lim_{ x\to 0} (x^2 \cos20\ pi x) = 0$","2014"
"A Limit of a function involving big O notation.","2014"
"Proving all Solutions of a Polynomial Cannot all be Real","2011"
"Find the indefinite integral $\int x^2 \cos x dx$","2014"
"Let f be an arbitrary, twice differentiable function for which $f''\neq0$","2016"
"How to know differentiation of the function at zero","2016"
"How to know if this points are maximum or minimum of function","2016"
"Find two functions $f$ and $g$ which are integrable, but whose composition $f \circ g$ is not","2016"
"Behavior of $2^{1−1/x}−x^{−1/x}−1$","2011"
"Calculus Question including cross product.","2015"
"How can I show the two limits","2015"
"Spivak's Calculus Chapter 11, Problem 39 (a)","2014"
"Finding the equation of the tangent","2014"
"How to evaluate this indefinite integral $\int\frac{\cos(x)}{1+\mathrm{e}^x}\mathrm{d}x$","2014"
"Evaluation of $\int \frac{\sqrt{1+x^4}}{1-x^4}dx$","2014"
"A problem with minimizing a function","2011"
"differentiating a function of a function $w=\sqrt{u^2+v^2}$","2014"
"Compute integral of this form using Leibniz Rule?","2013"
"In the chain rule of single variable calculus, what are we really doing?","2016"
"Prove the integral inequality on interval [-1,1]","2014"
"Compute the limit $\displaystyle \lim_{x\rightarrow 0}\frac{n!.x^n-\sin (x).\sin (2x).\sin (3x).......\sin (nx)}{x^{n+2}}\;\;,$","2013"
"chain rule when function has more than one variable but differentiated by only one variable","2013"
"Vector calculus word problem","2016"
"I tried to develop the solution of this challenging integration but I never made it. Perhaps you could..","2014"
"Why substitution in $\arctan(x)$ taylor expansion for $\arctan(1/z)$ doesn't work .","2014"
"How to compute the limit $\lim_{n \to \infty} (1 + 2^n + 3^n +4^n+5^n)^{1/n}$?","2014"
"Questions about the equation $f''(x)+(f'(x))^2=x$.","2014"
"Limit of e with imaginary number","2013"
"Examples where the product of reciprocal derivatives isn't one?","2014"
"Trig limit without L'Hospital Rule","2014"
"Proving that the maximum of two convex functions is also convex","2012"
"Need the answer to this indefinite integral problem.","2013"
"When $dy/dx =0$ for all $x$ in the domain, is $dx/dy$ also zero?","2013"
"Cylindrical shells and disk method gives different results","2016"
"proof by negation - there is no supremum","2013"
"prove that there is no supremum for mn/1+m+n","2013"
"Two variable function continuity","2013"
"I need help on this calculus homework question.","2014"
"Find $f(\dfrac{\pi}{2})$. Provided two functions","2013"
"Natural Logarithm Function inequality","2013"
"Modifying Limits of Definite Integral","2013"
"Find the Area of the ellipse","2013"
"Triple integral limits","2013"
"Discontinuous function with continuous derivative","2015"
"Equations of lines tangent to an ellipse","2014"
"Is the following series convergent?","2013"
"How to integrate, $\int e^{\frac{2}{y}}(1-\frac{2}{y})dy$","2013"
"partial derivative chain rule","2015"
"How do I show that this function is always $> 0$","2012"
"how do you determine the derivative is true or false?","2013"
"Prove $ 0 \leq \frac{k}{n} \sum_{i = 1}^n \alpha_i - \sum_{i = j}^k \alpha_j$","2016"
"Find a maximum product $c_1c_2 \ldots c_n$ such that the sum is 136","2015"
"Find the turning point of $y=x^2(2-x^2)$ and determine if it it is a max or min point.","2014"
"Evaluating limit of $\lim_{x \to 0^+} x \ln(x)$","2014"
"Calculus Implicit Differentiation &Partial Diff.","2015"
"Integrating by parts .","2012"
"Approximating $ e^{\sin(x)} $","2015"
"Curl and Divergence","2011"
"CalcI -- Fundamental Theorem of Calculus Question","2011"
"Question on conservative fields","2011"
"Trigonometric Substitution","2014"
"Help using substitution to evaluate $\int_3^6(-x^2+2x+3)^2\,dx$","2013"
"Area under a curve with limits based on stationary points","2013"
"If $f(x)=x^3+x+1$ , then find $(f^{-1})'(a)$ when $a=1$ .","2013"
"Calculus Area Indefinite Integral","2013"
"compute area under two curve","2012"
"Dirac delta distribution containing a parameterization","2016"
"Constructing $\exp$ on $\mathbb R$","2012"
"Integration in statistical mechanics","2014"
"Solution for $x = -c_1  e ^ x + c_2  e ^{-x}$","2011"
"Delta Epsilon Proof Limit as $x\to -\infty$, equals infinity","2015"
"Find the length of the loop of the given curve: $x=3t-t^3$ $y=3t^2$","2015"
"Find the open interval on which $x^{1/3}-9$ is increasing/decreasing","2013"
"Does $\frac{1}{x}$ have a linear approximation at $x=0$?","2013"
"Convergent sequence rigorous definition","2015"
"Why does $u$-substitution not work here?","2014"
"Evaluate $\lim_{x\to 0^{+}}\frac{\ln(x)}{x}$","2016"
"Complete Square Partial Fraction","2014"
"Obvious inequality","2013"
"Velocity & Definite Integral","2013"
"What is the expected 2-norm of a uniform point in the standard m-cube?","2011"
"evaluation of $\lim_{n\rightarrow \infty}\frac{1}{2n}\cdot \ln \binom{2n}{n}$","2013"
"$\int dx/x =\cdots$ (pedantic nitpicking?)","2014"
"If $f$ is continuous at $(0,0)$, is $g(x) := f(x, \sin x)$ continuous at $0$?","2011"
"Is the determinant of the jacobian of a rotation matrix always equal to 1?","2011"
"If $g(x):=f(x, kx^m)$ is continuous at $0$, then $f(x,y)$ is continuous at $(0,0)$","2011"
"Help with converting the derivative of $\cos^3(x)$","2011"
"Which differential coefficient is correct and why?","2012"
"Mistake in a calculus technique?","2014"
"Finding an equation of a plane","2011"
"Converting to polar coordinates","2013"
"Verification of rolle's theorm","2016"
"use the shell method to find the solid generated by revolving the region bounded by the given curves about the x-axis.","2014"
"$ \lim_{x \to 0} a^x = 1 $ using the definition","2013"
"Length of a curve","2011"
"Does monotonicity and derivability of a function $f\colon \mathbb{R}\to\mathbb{R}$ imply bijectiveness?","2011"
"why does $\lim_{x\to 1}\frac{e^{x-1}}{2x}=\lim_{x\to 1}\frac{e^x}{2ex}$","2014"
"Differentiable only on interior points","2014"
"Minimizing arc length of $y=\ln(\cos x)$","2013"
"Proving inequalities.","2013"
"Finding definite integral using Riemann sum theorem","2014"
"Integrating an absolute function","2014"
"Development of circular function through differential equation","2014"
"lagrange multiplier slope","2013"
"Problem integrating what seems like a simple region.","2014"
"Number of members in the church","2016"
"Use the Trapezoidal Rule, the Midpoint Rule, and Simpson's Rule:$\int^4_0 e^{3\sqrt{t}} \sin\ 3t\ dt$","2015"
"Explain why the integral test can't be used to determine whether the series is convergent","2013"
"Calculus Related Rates","2013"
"Cavalieri's Method of Indivisibles","2013"
"How to solve this (simple) non-linear system of 2 variables","2013"
"Differentiate the Function: $y=\frac{e^x}{1-e^x}$","2015"
"Find $\frac{\mathrm d^{100}}{\mathrm d x^{100}}\frac{x^2+1}{x^3-x}=$?","2011"
"Finding the equation of the curve that passes through the point $(4,3)$ if its slope is given by $\frac{dy}{dx} = 3x-5$","2015"
"Show that for all $\lambda \geq 1~$ $\frac{\lambda^n}{e^\lambda} < \frac{C}{\lambda^2}$","2012"
"Derivative of an implicit function","2012"
"Integration by substitution $\int (x - b) dx$","2016"
"Calculus spivak question chapter 11, ex 63,b","2016"
"What is behavior of that integral?","2014"
"The total number of points of $\mathbb{R}$ at which $f$ attains a local extremum","2014"
"Differentiate the Function: $f(t)= \sin^2(e^{\sin^2t})$","2015"
"Interpreting ""lying on the parabolas""","2011"
"Integral yielding part of a harmonic series","2011"
"Related Rates - volume","2015"
"Calculus- problem with subsequences","2011"
"Integral formulation of the Cauchy problem","2014"
"Epsilon Delta proof of a floor function","2011"
"Existance of $n$-th derivative at $x_0$ and continuity at $x_0$","2013"
"Find first partial derivates of function in polar coordinates","2014"
