recent,Title,initial
"2016","Matrix that satisfies polynomial $x^{n}-1$ is diagonalizable","2016"
"2012","Isomorphism from $Hom(V,W)$ to $M_{m\times n}^F$","2012"
"2012","which are positive definite matrix","2012"
"2014","Definition of ""linear arrangement of hyperplanes""","2014"
"2014","Complex square matrix with distinct eigenvalues","2014"
"2015","Determining the span of the vector space (linear Algebra)","2015"
"2014","The Properties of Matrices","2014"
"2014","Working out linear word problem","2014"
"2013","Constructing a linear map","2013"
"2015","Prove that there exists a linear transformation $T: \mathbb R^2 \rightarrow \mathbb R^3$ such that $T(1,1)=(1,0,2)$ and $T(2,3)=(1,-1,4)$","2015"
"2016","$T \colon \mathbb{R}^2 \rightarrow \mathbb{R}$ such that $T\begin{bmatrix} 1 \\1 \end{bmatrix}=3$ and $T\begin{bmatrix} -1 \\2 \end{bmatrix}=6$","2016"
"2015","linear mapping question","2015"
"2012","About the uniqueness of rank-1 decomposition of a positive-definite Hermitian matrix","2012"
"2012","Similar Matrices and Change of Basis","2012"
"2013","Linear Algebra: homogenous system with only 0 = 0 equations after Gaussian operations","2013"
"2013","Linear Algebra question simple proof regarding invertibility","2013"
"2014","How to disprove that there is an inner product on $\mathbb{R^2}$ s.t. the norm is $||(x_1,x_2)|| = |x_1|+|x_2|$?","2014"
"2015","Finding proper matrix?","2015"
"2014","If $AB$ and $BA$ are invertible matrices, are $A$ and $B$ square matrices?","2014"
"2014","Finding system with infinitely many solutions","2014"
"2015","IF $A$ is similar to $B$, then $A^{-1}$ is similar to $B^{-1}$","2015"
"2016","What does this condition of concurrency of three lines mean?","2016"
"2013","Show that the set of polynomial functions is not finitely spanned","2013"
"2014","Show $\det(A + B) \geq 0$ implies $\det(A^k + B^k) \geq 0$ if $A, B$ commute","2014"
"2013","Does a linear map $L: V \to W$ have nontrivial kernel if $\dim V > \dim W$","2013"
"2013","Linear transformation?Rotation question in linear algebra","2013"
"2013","Finding eigenvectors of similar matrices","2013"
"2016","If $u$ is an endomorphism such that $\exp(u)=\text{id} + (e-1)u$, is $u$ a projector?","2016"
"2015","Are properties of linear operators reflected in matrix reprsentations with different output and input basis?","2015"
"2015","Is a symmetric linear transformation necessarily invertible?","2015"
"2011","Several true/false questions","2011"
"2016","Find 10 commuting $2\times 2$ matrices of the same order","2016"
"2016","Calculate a linear transformation with a specific kernel","2016"
"2013","How to prove Hom$(U,V)\cong U^∗ \otimes V$","2013"
"2014","A vector transpose times a Matrix","2014"
"2014","Improving a Linear Algebra Proof","2014"
"2015","The isomorphism between $F^B$ and $V$ of dimension $|B|$","2015"
"2016","Trying to find rotation transformation matrix using basis","2016"
"2016","How many solutions does a consistent linear system of three equations and four unknowns have? Why?","2016"
"2014","Misconceptions concerning Linear Algebra (bases)","2014"
"2013","How do i write down ""unique representation"" formally?","2013"
"2013","Angle between two vectors","2013"
"2016","How do you know a solution space contains the origin?","2016"
"2015","Finding an orthonormal basis which diagonalizes a linear operator","2015"
"2013","Vector space and abstract algebra","2013"
"2014","If $f$ commutes with every linear transformation, it's a scalar multiple of the identity","2014"
"2013","Show that $T\in L(V,V)$ is invertible on $\mathrm{Im}(T^k)$ if $V=\ker(T^k)\oplus\mathrm{Im}(T^k)$","2013"
"2013","Jordan form of matrices","2013"
"2015","matrix version of Rayleigh quotient","2015"
"2015","Is it true that if V1 and V2 are linearly independent eigen vectors then they correspond to distinct eigen values?","2015"
"2015","trace involving an inverse matrix","2015"
"2013","The determinant of a linear transformation on a finite vector space","2013"
"2015","Prove that the following group of vectors is linear independent","2015"
"2016","If $H$ is a $p$ dimensional subspace of $\mathbb{R}^n$ and $G$ is a $p$..","2016"
"2011","eigenvalues of certain products of matrices","2011"
"2016","Show that the matrices' linear transformations are similar.","2016"
"2014","Fields, sets and vector spaces","2014"
"2014","Linear maps using Tensor Product","2014"
"2013","The space of linear maps","2013"
"2011","Characteristic polynomial","2011"
"2015","$C:W\to Z$ and $A:V\to W$. Prove $\| CA\|_{V,Z}\leq \|C\|_{W,Z} \|A\|_{V,W}$","2015"
"2016","Prove a semi-positive operator $T$ is an isometry if and only if $T$ is the identity operator.","2016"
"2016","Find intersection of polynomial interpolated lines","2016"
"2015","How to validate the basis of the space of solutions of a system of linear equations","2015"
"2015","Prove that the set of bases is linearly independent","2015"
"2013","On $C^0 [0, 1]$, define $f \cdot g = \int_0^1 f(x) g(x) dx$. For $f(x) = x$.","2013"
"2013","Let $W$ be a linear subspace of $V$ such that $V = \ker(f)⊕W$ where $\ker(f)$ is the null space of $f$. What is the dimension of $W$?","2013"
"2013","Given a matrix C, calculate $e^C e^{C^T}$ and $e^{-C}$.","2013"
"2016","Listing all nilpotent matrices of $\mathcal{A} = \{c_0I+c_1E_1,c_2E_2\mid c_i\in K\}$","2016"
"2013","Finding the equation of the line over which the linear transformation reflects","2013"
"2015","Properties of the pseudoinverse of a matrix","2015"
"2011","For a linear transformation $f \colon V \to W$, $\dim \mathrm{Ker}\, f + \dim \mathrm{Im}\, f = \dim V$","2011"
"2012","Proof that the linear map $T:\mathbb{R^n} \to\mathbb{R^m}$ is bounded","2012"
"2013","Jacobi Method and Frobenius Norm Question.","2013"
"2011","generalizations of determinant and trace","2011"
"2015","Formulas for the (top) coefficients of the characteristic polynomial of a matrix","2011"
"2015","Linear Algebra - change of basis matrix - quick method","2015"
"2013","the det of identity replacing column","2013"
"2012","Exercise on a subspace of $\operatorname{Hom}(W,Y)$","2012"
"2012","What is this inner product called?","2012"
"2012","Endomorphism of a vector space over GF(3)","2012"
"2012","Endomorphism exercise","2012"
"2012","Show endomorphisms commute","2012"
"2015","Simple summation","2015"
"2016","Derivative of matrix function","2016"
"2014","Rank of linear transformation $\phi(X)=AXA$","2014"
"2015","Does every projection operator satisfy $\|Px\| \leq \|x\|$?","2015"
"2014","cokernel of an onto linear transformation?","2014"
"2016","A confusion about Ker($A$) and Ker($A^{T}$)","2011"
"2016","Diagonalization of Linear Transformations","2016"
"2016","An eigenvector with irrational ratios of coordinates","2016"
"2016","direct sum of rows of $A$ and $\ker A$","2016"
"2015","Can I solve linear inequalities system like solve linear equalities for a given least square problem?","2015"
"2015","My derived formula for point distance from a plane is not the same as a supplied one...but it works...why?","2015"
"2013","formula for square of absolute value of difference of two variables $|a-b|^{2}$","2013"
"2013","Columns and eigenvalues of SO(3) Matrices","2013"
"2016","Antidirivatives and their domain","2016"
"2015","Diagonalization of non-orthogonal projection","2015"
"2014","Show that if a square matrix A satisﬁes the equation ....then A must be invertible.","2014"
"2016","How can I plug that in to euler's eq: $e^{\lambda i}= \cos(\lambda) + i\sin(\lambda)$ to find an eigenvector","2016"
"2014","Existence of $v\in\mathcal{L}(E)$ such as $u=u\circ v\circ u$","2014"
"2013","Determining dimension given a parameter $a$","2013"
"2015","Finding the intersection point between two lines using a matrix","2015"
"2015","an eigen value problem of matrix","2015"
"2011","$\operatorname{tr}(AABABB) = \operatorname{tr}(AABBAB)$ for $2×2$ matrices","2011"
"2011","Basis and linear functionals","2011"
"2013","Proving that a linear map is a direct sum","2013"
"2014","Dual basis of a two dimensional vector space","2011"
"2012","Trying to find $f(x)\in F[x]$ such that $f(A)=A^{-1}$ ","2011"
"2011","Find a linear transformation such that 2 vectors are mapped to these two values","2011"
"2014","How to prove a set is a basis of a matrix","2014"
"2014","Determining whether matrix is self-adjoint","2014"
"2015","A question about the odd sized minors of a certain matrix","2015"
"2013","Orthogonal basis for this indefinite symmetric bilinear form","2013"
"2013","Let $V$ be any vector space over an infinite field. Are there proper subspaces $\{W_i\}_{i \in I}$ such that $V = \bigcup W_i$?","2013"
"2014","Find the eigenvalues and eigenvectors of the matrix with all diagonal elements as $d$ and rest $1$","2013"
"2013","Unitary operator","2013"
"2013","Gram-Schmidt process confusion","2013"
"2013","Purpose of Simultaneous Diagonalization","2013"
"2011","Linear transformation - basis/standard basis/linear independendence","2011"
"2015","A problem related to orthogonal matrix","2015"
"2015","T-invariant subspace has a T-invariant complement implies minimal polynomial has nice form","2015"
"2013","What can a linear transformation do in $\mathbb{R}^2$?","2013"
"2015","Let $(V, +, \times)$ be a linear space over field $F$. Prove: $S \subseteq V$ is subspace of $V$ iff $L(S) = S$ ($L(S)$ is linear span of set S)","2015"
"2015","Linear transformation from matrix form","2015"
"2015","Prove order N symmetric matrix is negative definite, and the second order derivative of matrix","2015"
"2013","eigenvector and operator","2013"
"2015","Minimum dimension of a nullspace of a linear map","2015"
"2016","Different vector space structure to an abelian group.","2016"
"2016","Null Space of a matrix $A$","2016"
"2014","Find all T-invariant subspaces of a linear transformation T","2014"
"2012","Are the functions $\sin^n(x)$ linearly independent?","2012"
"2012","Counting invariant subspaces of a Vector space","2012"
"2011","Proving that $\mathbf{W}$+$\mathbf{W^{\perp}}$=$\mathbb{R^{n}}$","2011"
"2016","Why is $1, (x-5)^2, (x-5)^3$ a basis of $U=\{p \in \mathcal P_3(\mathbb R) \mid p'(5)=0\}$?","2016"
"2014","Rank of the Outer Product of two Vectors","2014"
"2016","Nullspace Dimension","2016"
"2016","Show that $tr(x x^T) \geq tr(U^T x x^T U)$.","2016"
"2015","Two problem related to onto linear transformation and its associated matrix","2015"
"2013","Kernel and properties","2013"
"2013","let $A\in M{_n}\ (\mathbb R)$ s.t $A^2=I$ such that $A\neq I$, $A\neq -I$ how prove $-(n-1)\le tr A\le n-1$","2013"
"2013","Let $A\in\mathbb R^{m\times n}$ with $\textrm{rank}(A)=n$. Show that $\|A(A^TA)^{-1}A^T\|_2=1$.","2013"
"2013","Tensor Product is distributive.","2013"
"2013","Given governing equations, determine the condition for a solution and if they exist, solve the system.","2013"
"2016","linearly dependence of the coordinates of eigenvectors","2016"
"2016","Tridiagonal band matrix, finding its inverse norm","2016"
"2015","What is the solution set of the given homogenous system?","2015"
"2013","How find this $\ker\sigma_{A}\cap \operatorname{Im}\sigma_{A}$","2013"
"2016","Which of the following are subspace in $\mathbb{R}^4$?","2014"
"2014","Solve for two variables $x$ and $y$ for the system of equations","2014"
"2014","Computing dot products of linear combinations of unit vectors.","2014"
"2016","Are $(1, 2, 1, 3, 2), (1, 3, 3, 5, 3), (3, 8, 7, 13, 8), (1, 4, 6, 9, 7), (5, 13, 13, 25, 19)$ independent?","2016"
"2014","If $k$ cannot equal $0$ and $A$ is as given below, what is $A$ inverse?","2014"
"2012","Defining a linear map via kernel and image.","2012"
"2013","Find vectors to satisfy given dimensions of subspace spanned by 24 vectors that are rearrangements of 4-tuples.","2013"
"2016","Partly solving an underdetermined system of equations","2016"
"2016","Closest positive definite matrix to arbitrary one","2016"
"2013","Prove two spans are equal","2013"
"2016","Is the perpendicular of a vector on a plane the same as the projection of a vector onto the normal?","2016"
"2014","Show that a matrix that maps orthonormal vectors to orthonormal is orthogonal","2014"
"2016","Symmetric positive semidefinite closedness","2016"
"2013","Linear algebra - Coordinate Systems","2013"
"2016","Proof of $\forall \vec{u} \in V 0\vec{u} = \vec{0}$","2016"
"2013","What is the origin of an arbitrary basis?","2013"
